CNN,ST_NAME,the_geom,ST_TYPE,CNNTEXT
24181000,16TH,POINT (-122.42090127084364 37.764976898761134),ST,24181000
25762000,DIAMOND,POINT (-122.43645426590398 37.75275957294505),ST,25762000
27759000,38TH,POINT (-122.49709088506776 37.7570697390298),AVE,27759000
24319000,STEVENSON,POINT (-122.4119334089773 37.78000586895586),ST,24319000
34183000,FIFTH,POINT (-122.39281624272282 37.77045594601876),ST,34183000
23184000,SANTIAGO,POINT (-122.47368438323167 37.7450115563823),ST,23184000
20679000,OAKDALE,POINT (-122.39409283312784 37.736728652036525),AVE,20679000
50285000,FORT MASON 10,POINT (-122.42813571799917 37.80394992863241),,50285000
51293000,FIRST,POINT (-122.46522942952437 37.798191241913045),DR,51293000
26807000,POST,POINT (-122.44015113511956 37.78425920832836),ST,26807000
26455000,GOLDEN GATE,POINT (-122.44868331825185 37.77743289261511),AVE,26455000
26585000,ELLIS,POINT (-122.43079788101689 37.78256988870245),ST,26585000
21096000,MASSASOIT,POINT (-122.40760144304343 37.74488584163989),ST,21096000
25667000,SANCHEZ,POINT (-122.42996167585765 37.75476123055957),ST,25667000
22748000,URBANO,POINT (-122.46730790607553 37.72556998469903),DR,22748000
27699000,MORAGA,POINT (-122.49267538513897 37.755398479297),ST,27699000
32876000,AERIAL,POINT (-122.46989399942743 37.75277688068571),WAY,32876000
23991000,23RD,POINT (-122.41423350930643 37.75409888283819),ST,23991000
50527000,HEMWAY,POINT (-122.44832085068278 37.7764268194379),TER,50527000
33589000,UNNAMED 034,POINT (-122.46396723581745 37.74956870754536),,33589000
22120000,RALEIGH,POINT (-122.44193444840629 37.72779888413238),ST,22120000
27421000,24TH,POINT (-122.48248253241854 37.763325806994764),AVE,27421000
30023000,TONQUIN,POINT (-122.42092665510762 37.80852289146766),ST,30023000
20273000,LATHROP,POINT (-122.3985623485218 37.71045518426503),AVE,20273000
54186000,WYMAN,POINT (-122.47192120677606 37.78988507606186),AVE,54186000
25780000,21ST,POINT (-122.43780335396492 37.75589270790453),ST,25780000
27643000,21ST,POINT (-122.4807253065083 37.784076607804096),AVE,27643000
25679000,20TH,POINT (-122.42576680696934 37.75822682864509),ST,25679000
20573000,SALINAS,POINT (-122.40107412985563 37.72153439890424),AVE,20573000
22362000,DORCAS,POINT (-122.44936514254346 37.7373461206639),WAY,22362000
34044000,AVENUE C,POINT (-122.37168866316775 37.820214633695755),,34044000
20769000,AUGUSTA,POINT (-122.40454403407799 37.734343201836914),ST,20769000
34099000,12TH TI,POINT (-122.37619127873167 37.82544447478464),ST,34099000
24492000,STILLMAN,POINT (-122.39415051497814 37.78350350925177),ST,24492000
26645000,CLAY,POINT (-122.43749516025002 37.790292349489846),ST,26645000
22497000,ORIZABA,POINT (-122.46260203954944 37.7143076533788),AVE,22497000
24901000,GEARY,POINT (-122.40658988349799 37.78756802464469),ST,24901000
23410000,36TH,POINT (-122.4941669424888 37.74597537150083),AVE,23410000
24353000,11TH,POINT (-122.41556138990684 37.77310058791831),ST,24353000
24466000,MCALLISTER,POINT (-122.42024718363442 37.780074695910876),ST,24466000
51040000,HOFFMAN,POINT (-122.44041633017173 37.748870886792986),AVE,51040000
33226000,DONAHUE,POINT (-122.38252205728074 37.71506458744832),ST,33226000
51238000,LINCOLN,POINT (-122.45841784628956 37.80214814168775),BLVD,51238000
24081000,SOUTH VAN NESS,POINT (-122.41656664078381 37.7555682781365),AVE,24081000
21551000,MISSION,POINT (-122.4508836672831 37.709412741612354),ST,21551000
27733000,JUDAH,POINT (-122.49521332482261 37.76089766992892),ST,27733000
27051000,DEVONSHIRE,POINT (-122.46121412403383 37.754497129801244),WAY,27051000
20241000,PHELPS,POINT (-122.38845502995053 37.74298061729455),ST,20241000
24103000,SAN JOSE,POINT (-122.42143758598564 37.750449694596675),AVE,24103000
54020000,ALBATROSS,POINT (-122.37242810458224 37.72822476627409),CT,54020000
21621000,EXCELSIOR,POINT (-122.42646815175996 37.72282560323357),AVE,21621000
25671000,20TH,POINT (-122.42348853128199 37.758364548605805),ST,25671000
23274000,QUINTARA,POINT (-122.48251425578353 37.748361635414646),ST,23274000
52173000,UNNAMED 108,POINT (-122.44702549967376 37.75895253915699),,52173000
20296000,BAY SHORE,POINT (-122.40065802970625 37.71305797096316),BLVD,20296000
27261000,LINCOLN,POINT (-122.47179970420206 37.76568794460502),WAY,27261000
21750000,ALEMANY,POINT (-122.43864176021293 37.7216263841405),BLVD,21750000
25009000,JOICE,POINT (-122.40872035681635 37.79395634770551),ST,25009000
54091000,03RD,POINT (-122.38928673543721 37.767874419777264),ST,54091000
20619000,PHELPS,POINT (-122.39986697456264 37.73029192862345),ST,20619000
51430000,GIBSON,POINT (-122.4843147701996 37.790070911063346),RD,51430000
23684000,17TH,POINT (-122.39773738209517 37.76507220783993),ST,23684000
25623000,GUERRERO,POINT (-122.42318100015704 37.755169794049934),ST,25623000
50654000,ROCKDALE,POINT (-122.45529849166233 37.74059536937566),DR,50654000
51636000,MELROSE,POINT (-122.44987547279094 37.7338062267516),AVE,51636000
51498000,APPLETON,POINT (-122.47132553598551 37.801629504391705),ST,51498000
50573000,FARNSWORTH,POINT (-122.45546168921325 37.76359961868336),LN,50573000
33417000,ASHTON,POINT (-122.46227901693739 37.7248662301787),AVE,33417000
32969000,MIRAMAR,POINT (-122.45820513208916 37.72758527075932),AVE,32969000
34075000,09TH TI,POINT (-122.36895111116728 37.82570449776342),ST,34075000
50663000,MERCATO,POINT (-122.44273491783964 37.73507077836367),CT,50663000
22486000,SHAKESPEARE,POINT (-122.46460804936969 37.709639867655355),ST,22486000
24853000,GREEN,POINT (-122.40505102038783 37.80000081525731),ST,24853000
20475000,03RD,POINT (-122.39646333147402 37.720740036658626),ST,20475000
25460000,POWELL,POINT (-122.4118584624887 37.80536137733919),ST,25460000
23306000,WESTMOORLAND,POINT (-122.49059122550696 37.732047348006226),DR,23306000
24305000,09TH,POINT (-122.41316110856984 37.774991751397195),ST,24305000
26504000,BUSH,POINT (-122.42523650087088 37.78807018821838),ST,26504000
24130000,20TH,POINT (-122.41796470514254 37.75869827257381),ST,24130000
21995000,SUSSEX,POINT (-122.43813539551016 37.73670941196613),ST,21995000
50185000,WAYNE,POINT (-122.41102746688725 37.79705092602372),PL,50185000
20785000,CHARTER OAK,POINT (-122.40502836575942 37.73849805574577),AVE,20785000
22052000,GENEVA,POINT (-122.44232816287123 37.71783344539837),AVE,22052000
21954000,LAIDLEY,POINT (-122.43074128205117 37.740423598636816),ST,21954000
26716000,CHESTNUT,POINT (-122.42802209892348 37.80186290451321),ST,26716000
21686000,MADRID,POINT (-122.4304531012182 37.72472512297838),ST,21686000
22971000,CORTES,POINT (-122.4660431879912 37.74355538267655),AVE,22971000
51283000,DEEMS,POINT (-122.46332052468942 37.79473182011812),RD,51283000
25196000,FRANKLIN,POINT (-122.42283808638803 37.78454660971946),ST,25196000
35001000,RUTLEDGE,POINT (-122.40613100136696 37.74516767275916),ST,35001000
20438000,GILMAN,POINT (-122.39001968467716 37.71929846580679),AVE,20438000
20985000,BURROWS,POINT (-122.42086115058991 37.7244542143001),ST,20985000
50146000,BOB KAUFMAN,POINT (-122.40737864952497 37.80119762560701),ALY,50146000
54056000,KAMILLE,POINT (-122.4115463015288 37.74894906489918),CT,54056000
21836000,RANDALL,POINT (-122.42358023957401 37.73988370496298),ST,21836000
22615000,ASHTON,POINT (-122.46226489570644 37.721694985941596),AVE,22615000
51196000,MORTON,POINT (-122.45215952401541 37.795262075691845),ST,51196000
20263000,BLANKEN,POINT (-122.39482362530634 37.71102502498754),AVE,20263000
24530000,ELIM,POINT (-122.39793857231322 37.79005266801518),ALY,24530000
27946000,45TH,POINT (-122.50485672258448 37.76047179126378),AVE,27946000
26556000,SACRAMENTO,POINT (-122.42909226863561 37.79045949924243),ST,26556000
26633000,STEINER,POINT (-122.4354855640581 37.788696940209164),ST,26633000
50073000,I-80 WESTBOUND,POINT (-122.40217538820366 37.777926107393746),,50073000
33537000,JUNIPERO SERRA,POINT (-122.47201501128089 37.733829526154274),BLVD,33537000
34051000,AVENUE N,POINT (-122.36374276576794 37.82357442542069),,34051000
20424000,VELASCO,POINT (-122.42020179961892 37.710187039304635),AVE,20424000
33639000,ARELIOUS WALKER,POINT (-122.37951050176069 37.72467666698266),DR,33639000
52110000,HWY 101 N OFF,POINT (-122.40756908042951 37.76951347740801),RAMP,52110000
21553000,HURON,POINT (-122.4519055486239 37.710230768737546),AVE,21553000
27473000,BALBOA,POINT (-122.47257167062935 37.776844009337),ST,27473000
26914000,MANZANITA,POINT (-122.45101214712696 37.784275273525),AVE,26914000
34050000,04TH TI,POINT (-122.36535264531726 37.82287665484658),ST,34050000
33138000,INNES,POINT (-122.37663803589929 37.732496124663584),AVE,33138000
24295000,STEVENSON,POINT (-122.40969326203644 37.78175432761553),ST,24295000
27795000,KIRKHAM,POINT (-122.50043602631169 37.758793967503514),ST,27795000
50092000,I-80 E OFF,POINT (-122.40597533062441 37.77396438287525),RAMP,50092000
25811000,CASTRO,POINT (-122.43485368095365 37.75928917091022),ST,25811000
26359000,BAKER,POINT (-122.44186564089219 37.77829955365038),ST,26359000
24661000,CAMPTON,POINT (-122.40530652051898 37.78916058452046),PL,24661000
26754000,LAGUNA,POINT (-122.43167936892385 37.80326673665386),ST,26754000
33299000,FRANCONIA,POINT (-122.40839009655713 37.74125808621514),ST,33299000
20785000,INDUSTRIAL,POINT (-122.40502836575942 37.73849805574577),ST,20785000
22378000,MANGELS,POINT (-122.45116098899355 37.733058402870526),AVE,22378000
24902000,OFARRELL,POINT (-122.4063988777675 37.78661534722839),ST,24902000
33061000,25TH,POINT (-122.38198535877844 37.75317006543915),ST,33061000
27878000,42ND,POINT (-122.50239961557514 37.77173842873282),AVE,27878000
21441000,GENEVA,POINT (-122.43780526345134 37.71494004812178),AVE,21441000
27911000,GEARY,POINT (-122.50402063321472 37.779208482255456),BLVD,27911000
23508000,SANTIAGO,POINT (-122.50582381043577 37.74359563393258),ST,23508000
22106000,ONEIDA,POINT (-122.44494431357585 37.722693983373865),AVE,22106000
26642000,PINE,POINT (-122.43858157057998 37.78732490419006),ST,26642000
50134000,KENNETH REXROTH,POINT (-122.40786253097879 37.798216851019625),PL,50134000
23662000,SIERRA,POINT (-122.39608874010835 37.758294968035884),ST,23662000
24612000,ANNIE,POINT (-122.40126150210719 37.78685171551589),ST,24612000
26615000,POST,POINT (-122.43636835889822 37.784736066253785),ST,26615000
20973000,SWEENY,POINT (-122.4162399831947 37.73028638542531),ST,20973000
20185000,ARDATH,POINT (-122.38296200154639 37.73460320487691),CT,20185000
24727000,PETRARCH,POINT (-122.40219709851596 37.79194679027477),PL,24727000
34130000,STURGEON,POINT (-122.37691668996452 37.82657226551674),ST,34130000
27965000,GREAT,POINT (-122.50983306511223 37.763969286858035),HWY,27965000
24854000,CASTLE,POINT (-122.40524004632123 37.80093374321847),ST,24854000
23458000,TARAVAL,POINT (-122.50033241815943 37.741958750799014),ST,23458000
23678000,MISSOURI,POINT (-122.39652682556839 37.76257964905048),ST,23678000
21371000,CANYON,POINT (-122.42989602242845 37.70886720398913),DR,21371000
20314000,LELAND,POINT (-122.40563213104176 37.711933472242805),AVE,20314000
23501000,47TH,POINT (-122.50555976003467 37.739859243966514),AVE,23501000
22668000,FAIRFIELD,POINT (-122.46384389333913 37.72586249149167),WAY,22668000
51936000,SHIP,POINT (-122.37333282273445 37.71264490733288),ST,51936000
50837000,PENINSULA,POINT (-122.39976141000491 37.70976063125332),AVE,50837000
21800000,SAN JUAN,POINT (-122.4379336264354 37.7250944549081),AVE,21800000
25727000,CHURCH,POINT (-122.42881914791884 37.76613001360578),ST,25727000
21400000,MOSCOW,POINT (-122.4323234004888 37.71503821900527),ST,21400000
21973000,CHILTON,POINT (-122.43639982142965 37.734909711702784),AVE,21973000
21927000,SAN JOSE AV OFF,POINT (-122.43159455917753 37.733765422070555),RAMP,21927000
25197000,VAN NESS,POINT (-122.42139330776838 37.785685802403705),AVE,25197000
33051000,25TH,POINT (-122.39165554925859 37.75260422022604),ST,33051000
50077000,HARRISON,POINT (-122.40636853439533 37.775456813502),ST,50077000
52030000,VALLEY,POINT (-122.43514586739933 37.74400792281788),ST,52030000
24906000,STOCKTON,POINT (-122.40668317153978 37.78803330644462),ST,24906000
20530000,FLORA,POINT (-122.39412709410516 37.73274324357814),ST,20530000
25960000,REDWOOD,POINT (-122.42692270480161 37.77972574425784),ST,25960000
26739000,LAGUNA,POINT (-122.43121908930128 37.80098403123973),ST,26739000
30708000,VAN NESS,POINT (-122.4211709865677 37.78428329118984),AVE,30708000
25389000,PFEIFFER,POINT (-122.40842709684948 37.80483514686646),ST,25389000
22751000,OCEAN,POINT (-122.46531261929863 37.72640527568802),AVE,22751000
26777000,BEACH,POINT (-122.43535738789117 37.80475706066158),ST,26777000
25090000,PINE,POINT (-122.41391587957175 37.790463114749066),ST,25090000
51296000,FIRST,POINT (-122.46374446166523 37.80142158128449),DR,51296000
33234000,JENNINGS,POINT (-122.39745418167688 37.71717371038541),CT,33234000
51499000,PATTEN,POINT (-122.46589849619383 37.800866602712766),RD,51499000
24723000,HARDIE,POINT (-122.40393437690115 37.79028602628857),PL,24723000
22916000,SANTA MONICA,POINT (-122.46584491050095 37.738493639722925),WAY,22916000
27679000,32ND,POINT (-122.49040061423617 37.753626712766966),AVE,27679000
24367000,15TH,POINT (-122.41873444890402 37.76673948114967),ST,24367000
23255000,30TH,POINT (-122.48753452896104 37.737627823980525),AVE,23255000
24455000,LILY,POINT (-122.42085914966553 37.77475982157888),ST,24455000
22211000,GRAFTON,POINT (-122.45511845296618 37.72003574221799),AVE,22211000
20425000,SANTOS,POINT (-122.41934779781579 37.70994690312083),ST,20425000
21513000,ELLINGTON,POINT (-122.4432559655767 37.71504205430243),AVE,21513000
34148000,HILLCREST,POINT (-122.3633694734272 37.810543039083754),RD,34148000
33054000,MARYLAND,POINT (-122.3830741364801 37.75434970592203),ST,33054000
23691000,25TH,POINT (-122.39883036510531 37.75204364687592),ST,23691000
23824000,05TH,POINT (-122.39796947508806 37.77594122155506),ST,23824000
22545000,JUNIPERO SERRA BLVD ON,POINT (-122.47058106384803 37.7127043984935),RAMP,22545000
22943000,SANTA ANA,POINT (-122.46830960851476 37.737417147913746),AVE,22943000
22223000,LEE,POINT (-122.45411575309892 37.72345700698417),AVE,22223000
20413000,PASADENA,POINT (-122.41850119127466 37.70970883846012),ST,20413000
20978000,BURROWS,POINT (-122.41888781456282 37.72496595085945),ST,20978000
26795000,WEBSTER,POINT (-122.43564645632736 37.80619143604597),ST,26795000
34004000,LYDIA,POINT (-122.39721349724552 37.72688863209764),AVE,34004000
34106000,13TH TI,POINT (-122.37389040402327 37.827559430916054),ST,34106000
26577000,PACIFIC,POINT (-122.43144853106759 37.79376711346477),AVE,26577000
25684000,18TH,POINT (-122.42607650182158 37.76142713351037),ST,25684000
51993000,GILLETTE,POINT (-122.39587517272577 37.712601583564535),AVE,51993000
27518000,METSON,POINT (-122.49291402729963 37.76614439524436),RD,27518000
20909000,SILVER,POINT (-122.41050984247364 37.73093843500263),AVE,20909000
54005000,23RD,POINT (-122.39437629779057 37.75500567940119),ST,54005000
52425000,HWY 101 S OFF,POINT (-122.4753745044505 37.8068984677848),RAMP,52425000
27973000,FULTON,POINT (-122.50668531448753 37.77154247916762),ST,27973000
24190000,BRANNAN,POINT (-122.40800720355621 37.76924401018169),ST,24190000
24300000,HOWARD,POINT (-122.41050575292265 37.77709218517627),ST,24300000
51472000,BOSWORTH,POINT (-122.44155555730784 37.7368616295938),ST,51472000
27245000,03RD,POINT (-122.46106282856299 37.78116026162021),AVE,27245000
27485000,CLEMENT,POINT (-122.47298447685903 37.782553986043816),ST,27485000
22176000,SAN JOSE,POINT (-122.44860518968017 37.71839560464406),AVE,22176000
22383000,COVENTRY,POINT (-122.45256744639111 37.73564461166657),CT,22383000
27529000,21ST,POINT (-122.48017534750237 37.776497608887034),AVE,27529000
22662000,OCEAN,POINT (-122.4612105475138 37.72494970117645),AVE,22662000
23702000,CAROLINA,POINT (-122.39973826752737 37.75468226576373),ST,23702000
27660000,24TH,POINT (-122.48415463974135 37.786979085877036),AVE,27660000
33554000,PINAR,POINT (-122.44173880766135 37.78012961465427),LN,33554000
25226000,PINE,POINT (-122.422135208152 37.78941206199934),ST,25226000
26924000,COOK,POINT (-122.45214312440713 37.781853291425),ST,26924000
33716000,CHURCH PARKING LOT,POINT (-122.4788089149573 37.71430115204873),,33716000
30728000,MARKET,POINT (-122.39650448666202 37.79309708231213),ST,30728000
51236000,ANZA,POINT (-122.45660798199543 37.80171452848075),AVE,51236000
24995000,STOCKTON,POINT (-122.40790330205257 37.794060297386274),ST,24995000
50838000,SAMPSON,POINT (-122.39224620388994 37.709225214983064),AVE,50838000
33270000,BOUTWELL,POINT (-122.40549457144638 37.73428705075226),ST,33270000
26916000,SACRAMENTO,POINT (-122.44865622055158 37.78797716427616),ST,26916000
27325000,15TH,POINT (-122.47240910970588 37.75586978598037),AVE,27325000
27450000,15TH,POINT (-122.47356298422984 37.77492777526424),AVE,27450000
30732000,MARKET,POINT (-122.3995045106446 37.79080537590906),ST,30732000
24284000,MINNA,POINT (-122.4067111653081 37.78168026672626),ST,24284000
33357000,BRUNSWICK,POINT (-122.43856292656986 37.71188750636328),ST,33357000
21175000,BESSIE,POINT (-122.41353207285817 37.74676565100032),ST,21175000
23908000,HARRISON,POINT (-122.40184327330405 37.77903213272598),ST,23908000
23698000,CORAL,POINT (-122.3986060963345 37.75382182698638),RD,23698000
21611000,AVALON,POINT (-122.42332549410541 37.72513813839698),AVE,21611000
28008000,BALBOA,POINT (-122.51016880764058 37.77512752600019),ST,28008000
21257000,HOLLY PARK,POINT (-122.42090986726889 37.73761062324782),CIR,21257000
25888000,HERMANN,POINT (-122.42922461947182 37.77035061846074),ST,25888000
20121000,HAWES,POINT (-122.38381036868049 37.726170779076135),ST,20121000
25154000,LEAVENWORTH,POINT (-122.4148066482524 37.78651981998425),ST,25154000
20730000,CESAR CHAVEZ,POINT (-122.39728541572701 37.749684622915005),ST,20730000
34148000,SOUTH GATE,POINT (-122.3633694734272 37.810543039083754),RD,34148000
27524000,JOHN F KENNEDY,POINT (-122.48980436133184 37.77089456521882),DR,27524000
22776000,MONCADA,POINT (-122.4688069158711 37.72574019388213),WAY,22776000
52229000,IOWA,POINT (-122.3926260534892 37.762813358778),ST,52229000
22893000,DORANTES,POINT (-122.46233255644972 37.74587904557546),AVE,22893000
26004000,14TH,POINT (-122.43562414061452 37.76732795875039),ST,26004000
51935000,CARROLL,POINT (-122.37277643885933 37.7132995179676),AVE,51935000
21123000,FRANCONIA,POINT (-122.40843956768204 37.74692303759862),ST,21123000
22256000,MONTEREY,POINT (-122.45341134363623 37.731530646680014),BLVD,22256000
52260000,ADAM,POINT (-122.40425682694888 37.748503477692395),ST,52260000
33159000,BAY SHORE,POINT (-122.40210512018095 37.727789703316574),BLVD,33159000
27244000,05TH,POINT (-122.46307618037403 37.77913861193042),AVE,27244000
33204000,WHITNEY YOUNG,POINT (-122.38454743199354 37.733473955339086),CIR,33204000
24291000,MINNA,POINT (-122.41040149280346 37.77878537250362),ST,24291000
27870000,BERNICE RODGERS,POINT (-122.50411688818687 37.76552587431838),WAY,27870000
33700000,LYELL,POINT (-122.43139030633833 37.73173713093422),ST,33700000
23303000,OCEAN,POINT (-122.48974399551508 37.73208457267946),AVE,23303000
22973000,SAN MARCOS,POINT (-122.46357211324423 37.74591184720205),AVE,22973000
24486000,FEDERAL,POINT (-122.3930824760816 37.78264966551189),ST,24486000
51249000,MORTON,POINT (-122.4547990463582 37.79647617056167),ST,51249000
24118000,VALENCIA,POINT (-122.42104114165689 37.75610180646351),ST,24118000
51760000,BAY SHORE BLVD ON,POINT (-122.40562386114135 37.74985432577405),RAMP,51760000
30749000,PAGE,POINT (-122.42025427918891 37.774358674801356),ST,30749000
23151000,16TH,POINT (-122.47208882591525 37.73759847656316),AVE,23151000
51267000,MESA,POINT (-122.45799664695392 37.79731254563645),ST,51267000
27338000,ORTEGA,POINT (-122.47955756434479 37.75223461579402),ST,27338000
21817000,AGNON,POINT (-122.42287647615035 37.73436959656096),AVE,21817000
51418000,09TH,POINT (-122.46792019449683 37.7868354905301),AVE,51418000
25870000,LAGUNA,POINT (-122.42560615643303 37.77320039028817),ST,25870000
33565000,DE FOREST,POINT (-122.43696481584807 37.76475883378695),WAY,33565000
20727000,TOLAND,POINT (-122.39760899961111 37.74535035242466),ST,20727000
33584000,MAGELLAN,POINT (-122.46207832734622 37.74612308819924),AVE,33584000
26905000,GEARY,POINT (-122.44904732327971 37.78217743754299),BLVD,26905000
20511000,WILLIAMS,POINT (-122.39358151715054 37.72939917141858),AVE,20511000
21929000,NATICK,POINT (-122.43185827754529 37.73460045062239),ST,21929000
22826000,JUANITA,POINT (-122.46001470436559 37.739281896804144),WAY,22826000
22157000,DETROIT,POINT (-122.44431434956621 37.73234690142706),ST,22157000
26511000,LAGUNA,POINT (-122.4274906651672 37.78252299837107),ST,26511000
52145000,I-280 S OFF,POINT (-122.39244743966186 37.75643621339021),RAMP,52145000
26846000,CALIFORNIA,POINT (-122.44679277977336 37.78726185336258),ST,26846000
23693000,DE HARO,POINT (-122.40021735611232 37.75075304676131),ST,23693000
23143000,ARDENWOOD,POINT (-122.47263140719353 37.73479774599822),WAY,23143000
50344000,GOLDBERG,POINT (-122.43365634135745 37.790197358508465),LN,50344000
27623000,CALIFORNIA,POINT (-122.47424554006997 37.78437045571499),ST,27623000
27702000,35TH,POINT (-122.4938774421712 37.75721129894345),AVE,27702000
23917000,HARRIET,POINT (-122.40307640107433 37.77560276262937),ST,23917000
27321000,SHELDON,POINT (-122.47207122599208 37.75523851521008),TER,27321000
24691000,SACRAMENTO,POINT (-122.39897025429204 37.794284415648995),ST,24691000
20138000,COMMER,POINT (-122.38449506696651 37.73235215326878),CT,20138000
32872000,SELMA,POINT (-122.46884229251248 37.755131150760896),WAY,32872000
22684000,DARIEN,POINT (-122.46341783863697 37.72989829170119),WAY,22684000
30710000,FILBERT,POINT (-122.41137627065774 37.80112513246648),ST,30710000
20157000,PALOU,POINT (-122.38716651243423 37.73185747048401),AVE,20157000
33645000,LE CONTE,POINT (-122.3955562429439 37.71771271156078),CIR,33645000
25693000,ALBION,POINT (-122.42277486542065 37.76403892209609),ST,25693000
20257000,HARNEY,POINT (-122.39268916199882 37.70909465727953),WAY,20257000
50959000,OLMSTEAD,POINT (-122.40504177503823 37.7219396188269),ST,50959000
23558000,TENNESSEE,POINT (-122.38924822366624 37.75788366363597),ST,23558000
54159000,AMADOR,POINT (-122.38626581559191 37.74574473298844),ST,54159000
50367000,MONTCLAIR,POINT (-122.41900949738964 37.802804173797334),TER,50367000
53041000,MASON,POINT (-122.37787278475207 37.82827487860381),CT,53041000
24307000,HOWARD,POINT (-122.4135865458767 37.77466022727318),ST,24307000
26818000,CALIFORNIA,POINT (-122.44044011457332 37.78806716604409),ST,26818000
34166000,TERRY A FRANCOIS,POINT (-122.38629638048508 37.76900126968979),BLVD,34166000
34015000,HUDSON,POINT (-122.38203003429517 37.73337303171562),AVE,34015000
21784000,LYELL,POINT (-122.43139297190832 37.73100949923647),ST,21784000
24595000,HOWARD,POINT (-122.3993695342441 37.785899247627356),ST,24595000
54020000,KIRKWOOD,POINT (-122.37242810458224 37.72822476627409),AVE,54020000
22275000,DETROIT,POINT (-122.4443366179517 37.73455743799668),ST,22275000
26691000,POLK,POINT (-122.42290179811273 37.80155805236561),ST,26691000
27908000,BALBOA,POINT (-122.5037446474069 37.77542147035943),ST,27908000
21526000,ALEMANY,POINT (-122.44726731395548 37.71464738799061),BLVD,21526000
26006000,SCOTT,POINT (-122.43489319243359 37.769113797679786),ST,26006000
27860000,CLEMENT,POINT (-122.495590623489 37.78152726148894),ST,27860000
32883000,ORIOLE,POINT (-122.467647635582 37.750749158872104),WAY,32883000
26305000,PARNASSUS,POINT (-122.45351591403566 37.76439539426386),AVE,26305000
22804000,SAINT ELMO,POINT (-122.45861372519354 37.732543203501585),WAY,22804000
25589000,NORTH POINT,POINT (-122.42200682155948 37.80549664851938),ST,25589000
25453000,POWELL,POINT (-122.41138852724649 37.80303390028887),ST,25453000
27153000,LINCOLN,POINT (-122.4653766328157 37.76596994224291),WAY,27153000
24154000,LIBERTY,POINT (-122.42345251685329 37.75756490908691),ST,24154000
26576000,GREEN,POINT (-122.4287254027302 37.79699172481875),ST,26576000
25730000,SHARON,POINT (-122.42992612069641 37.76606306062168),ST,25730000
22679000,SAN FELIPE,POINT (-122.46173659848267 37.730022031105285),AVE,22679000
33598000,FAXON,POINT (-122.45868893575549 37.73075152008365),AVE,33598000
33178000,WARE,POINT (-122.40142155547527 37.722369028674635),ST,33178000
33041000,ARKANSAS,POINT (-122.39882499848143 37.76630899450602),ST,33041000
52161000,I-280 NORTHBOUND,POINT (-122.39230294019318 37.76091285294537),,52161000
25047000,CODMAN,POINT (-122.41007307222748 37.794690054127244),PL,25047000
54042000,FONTINELLA,POINT (-122.40069460733021 37.75104253314161),TER,54042000
27485000,14TH,POINT (-122.47298447685903 37.782553986043816),AVE,27485000
21763000,TINGLEY,POINT (-122.43397447361599 37.72930349325045),ST,21763000
27709000,KIRKHAM,POINT (-122.48864802938883 37.75931226924003),ST,27709000
21740000,ALEMANY,POINT (-122.437010757435 37.724840762970395),BLVD,21740000
24546000,THE EMBARCADERO,POINT (-122.39109611935702 37.79243604816186),,24546000
21628000,PERSIA,POINT (-122.42880461169926 37.71971159094688),AVE,21628000
23627000,25TH,POINT (-122.3945869778565 37.75242680104236),ST,23627000
51838000,FITCH,POINT (-122.3700305402745 37.73521238953157),ST,51838000
33161000,WOOLSEY,POINT (-122.40147123996378 37.72551628921075),ST,33161000
27848000,33RD,POINT (-122.49316778428047 37.77777400303),AVE,27848000
22777000,CERRITOS,POINT (-122.46918552551271 37.7263000115991),AVE,22777000
25083000,CLAY,POINT (-122.41210908535827 37.79352452762393),ST,25083000
27794000,MIDDLE WEST,POINT (-122.49835415045412 37.76514159205562),DR,27794000
50065000,TRANSBAY LOOP,POINT (-122.39179286682001 37.785396881262216),,50065000
27760000,LAWTON,POINT (-122.49816212264504 37.7570227566615),ST,27760000
23045000,GRIJALVA,POINT (-122.47811290966368 37.717484097561325),DR,23045000
34036000,03RD TI,POINT (-122.36632299284727 37.82155937962677),ST,34036000
27554000,26TH,POINT (-122.48580757598016 37.78003795321456),AVE,27554000
20969000,SILVER,POINT (-122.41519258774854 37.729222731660755),AVE,20969000
25466000,VENARD,POINT (-122.41285038673671 37.8038071706225),ALY,25466000
24915000,MASON,POINT (-122.40977510897196 37.78665887424211),ST,24915000
54241000,OREILLY,POINT (-122.44991543173835 37.80155494924682),AVE,54241000
24513000,HARRISON,POINT (-122.39738553764766 37.78255359295838),ST,24513000
27763000,40TH,POINT (-122.49923422170569 37.756975727389815),AVE,27763000
26998000,DIVISADERO,POINT (-122.44379196724701 37.80463787268395),ST,26998000
26560000,JACKSON,POINT (-122.42798314986253 37.79330747788942),ST,26560000
24999000,CALIFORNIA,POINT (-122.40836389835265 37.7921407727425),ST,24999000
21262000,SANTA MARINA,POINT (-122.42225558811624 37.740301548142774),ST,21262000
33440000,DE WOLF,POINT (-122.45441074632963 37.710684634465046),ST,33440000
33586000,VENTURA,POINT (-122.46300416382175 37.75083650550325),AVE,33586000
33115000,RANKIN,POINT (-122.39504606289903 37.741936579745285),ST,33115000
26955000,JACKSON,POINT (-122.44918958336774 37.790608107962825),ST,26955000
50584000,BELGRAVE,POINT (-122.4481542595929 37.75967413356876),AVE,50584000
34091000,12TH TI,POINT (-122.36800499054232 37.82906816929),ST,34091000
