,Crash Number,Date Time,Day Of Week,Object 1,Object 2,Street Number,Steet Name,Cross Street,Location,Latitude,Longitude,Coordinates,Street_ID
7345,32657,09/09/2014 07:08:00 PM,Tuesday,Auto,Bicycle,259,Massachusetts Ave,,"259 Massachusetts Ave Cambridge, MA",42.3617363,-71.0975418,"(42.3617363, -71.0975418)",2602
7347,32660,09/10/2014 04:05:00 PM,Wednesday,Truck,Bicycle,,HARVARD ST,Inman St,"HARVARD ST & Inman St Cambridge, MA",42.3689804,-71.1036682,"(42.3689804, -71.1036682)",1857
7349,32662,09/10/2014 09:39:00 PM,Thursday,Auto,Bicycle,,Massachusetts Ave,PLEASANT ST,"Massachusetts Ave & PLEASANT ST Cambridge, MA",42.3664093,-71.1053925,"(42.3664093, -71.1053925)",1884
7357,32675,09/11/2014 06:29:00 PM,Thursday,Auto,Bicycle,,Hampshire St,Broadway,"Hampshire St & Broadway Cambridge, MA",42.3654366,-71.0911102,"(42.3654366, -71.0911102)",249
7372,32692,09/16/2014 02:39:00 PM,Tuesday,Auto,Bicycle,,PROSPECT ST,Hampshire St,"PROSPECT ST & Hampshire St Cambridge, MA",42.3722038,-71.0989761,"(42.3722038, -71.0989761)",2051
7373,32694,09/16/2014 09:37:00 PM,Tuesday,Auto,Bicycle,1033,Massachusetts Ave,,"1033 Massachusetts Ave Cambridge, MA",42.3695755,-71.1118851,"(42.3695755, -71.1118851)",1492
7376,32699,09/16/2014 10:53:00 PM,Tuesday,Auto,Bicycle,1101,Cambridge St,ELM ST,"1101 Cambridge St Cambridge, MA",42.3730469,-71.0955734,"(42.3730469, -71.0955734)",143
7379,32702,09/22/2014 05:35:00 PM,Monday,Auto,Bicycle,,KIRKLAND ST,QUINCY ST,"KIRKLAND ST & QUINCY ST Cambridge, MA",42.3766365,-71.1140823,"(42.3766365, -71.1140823)",1952
7386,32711,09/26/2014 10:20:00 AM,Friday,Auto,Bicycle,,Massachusetts Ave,MARTIN ST,"Massachusetts Ave & MARTIN ST Cambridge, MA",42.3833466,-71.1195602,"(42.3833466, -71.1195602)",1666
7408,32732,09/24/2014 06:28:00 PM,Wednesday,Auto,Bicycle,,Sidney St,MAIN ST,"Sidney St & MAIN ST Cambridge, MA",42.3634148,-71.0994186,"(42.3634148, -71.0994186)",1450
7413,32737,09/25/2014 11:20:00 AM,Thursday,Auto,Bicycle,,PLYMPTON ST,MILL ST,"PLYMPTON ST & MILL ST Cambridge, MA",42.3702507,-71.1177521,"(42.3702507, -71.1177521)",168
7420,32745,09/26/2014 08:08:00 PM,Friday,Auto,Bicycle,2154,Massachusetts Ave,Rindge Ave,"2154 Massachusetts Ave Cambridge, MA",42.3921967,-71.1244049,"(42.3921967, -71.1244049)",1873
7421,32746,09/27/2014 04:49:00 PM,Saturday,Auto,Bicycle,,Third St,SPRING ST,"Third St & SPRING ST Cambridge, MA",42.3689651,-71.0803223,"(42.3689651, -71.0803223)",1305
7428,32753,10/01/2014 05:55:00 PM,Wednesday,Auto,Bicycle,,Windsor St,Massachusetts Ave,"Windsor St & Massachusetts Ave Cambridge, MA",42.3613892,-71.0969543,"(42.3613892, -71.0969543)",12
7434,32760,10/03/2014 04:50:00 PM,Friday,Auto,Bicycle,,Massachusetts Ave,Vassar St,"Massachusetts Ave & Vassar St Cambridge, MA",42.3601532,-71.0948792,"(42.3601532, -71.0948792)",459
7444,32771,10/06/2014 09:00:00 AM,Monday,Auto,Bicycle,,Massachusetts Ave,Dana St,"Massachusetts Ave & Dana St Cambridge, MA",42.3691559,-71.110733,"(42.3691559, -71.110733)",2039
7446,32773,09/25/2014 11:20:00 AM,Thursday,Auto,Bicycle,,PLYMPTON ST,MILL ST,"PLYMPTON ST & MILL ST Cambridge, MA",42.3702507,-71.1177521,"(42.3702507, -71.1177521)",168
7448,32775,09/28/2014 07:50:00 PM,Sunday,Auto,Bicycle,,Hampshire St,Tremont St,"Hampshire St & Tremont St Cambridge, MA",42.3715019,-71.0981216,"(42.3715019, -71.0981216)",2008
7452,32779,09/30/2014 06:50:00 PM,Tuesday,Auto,Bicycle,686,Cambridge St,,"686 Cambridge St Cambridge, MA",42.3720894,-71.0881882,"(42.3720894, -71.0881882)",2578
7461,32789,08/20/2014 05:44:00 PM,Wednesday,Auto,Bicycle,,Massachusetts Ave,Amherst St,"Massachusetts Ave & Amherst St Cambridge, MA",42.3581886,-71.0930862,"(42.3581886, -71.0930862)",585
7463,32791,10/06/2014 09:03:00 PM,Monday,Auto,Bicycle,,SOMERVILLE AVE,White St,"SOMERVILLE AVE & White St Cambridge, MA",42.3885651,-71.1190414,"(42.3885651, -71.1190414)",212
7468,32796,10/07/2014 06:45:00 PM,Tuesday,Auto,Bicycle,25,Aberdeen Ct,MOUNT AUBURN ST,"25 Aberdeen Ct Cambridge, MA",42.3757858,-71.1460495,"(42.3757858, -71.1460495)",259
7469,32797,10/07/2014 07:22:00 PM,Tuesday,Auto,Bicycle,,Massachusetts Ave,Windsor St,"Massachusetts Ave & Windsor St Cambridge, MA",42.3613892,-71.0969543,"(42.3613892, -71.0969543)",12
7473,32801,09/12/2014 08:00:00 AM,Sunday,Auto,Bicycle,,Cambridge St,FELTON ST,"Cambridge St & FELTON ST Cambridge, MA",42.3752022,-71.112236,"(42.3752022, -71.112236)",2080
7477,32806,10/10/2014 06:51:00 PM,Friday,Auto,Bicycle,1256,Massachusetts Ave,,"1256 Massachusetts Ave Cambridge, MA",42.3726883,-71.1164017,"(42.3726883, -71.1164017)",1619
7480,32809,10/11/2014 01:19:00 PM,Saturday,Auto,Bicycle,,Windsor St,MAIN ST,"Windsor St & MAIN ST Cambridge, MA",42.3632088,-71.0967026,"(42.3632088, -71.0967026)",1034
7485,32814,10/13/2014 01:47:00 PM,Monday,Auto,Bicycle,125,Vassar St,Massachusetts Ave,"125 Vassar St Cambridge, MA",42.3591537,-71.0969086,"(42.3591537, -71.0969086)",1938
7487,32816,10/13/2014 10:30:00 PM,Monday,Auto,Bicycle,,Thorndike St,SEVENTH ST,"Thorndike St & SEVENTH ST Cambridge, MA",42.370369,-71.0858612,"(42.370369, -71.0858612)",2230
7492,32821,10/16/2014 12:00:00 PM,Thursday,Auto,Bicycle,,Hampshire St,PROSPECT ST,"Hampshire St & PROSPECT ST Cambridge, MA",42.3722038,-71.0989761,"(42.3722038, -71.0989761)",2051
7495,32824,10/20/2014 12:40:00 PM,Monday,Auto,Bicycle,38,Putnam Ave,,"38 Putnam Ave Cambridge, MA",42.3687248,-71.1135101,"(42.3687248, -71.1135101)",201
7497,32825,10/22/2014 08:10:00 AM,Wednesday,Truck,Bicycle,211,Alewife Brook Pky,,"211 Alewife Brook Pky Cambridge, MA",42.3895264,-71.1426163,"(42.3895264, -71.1426163)",1813
7507,32835,10/25/2014 05:11:00 PM,Saturday,Auto,Bicycle,,Massachusetts Ave,Sidney St,"Massachusetts Ave & Sidney St Cambridge, MA",42.3629494,-71.0995789,"(42.3629494, -71.0995789)",584
7512,32840,10/30/2014 04:24:00 PM,Thursday,Auto,Bicycle,,Massachusetts Ave,MEMORIAL DR,"Massachusetts Ave & MEMORIAL DR Cambridge, MA",42.3573647,-71.0925674,"(42.3573647, -71.0925674)",2100
7515,32843,10/30/2014 10:07:00 AM,Thursday,Auto,Bicycle,248,Broadway,Windsor St,"248 Broadway Cambridge, MA",42.3671188,-71.0954437,"(42.3671188, -71.0954437)",820
7527,32855,10/27/2014 07:46:00 PM,Monday,Taxi,Bicycle,1384,Massachusetts Ave,,"1384 Massachusetts Ave Cambridge, MA",42.3734894,-71.1193008,"(42.3734894, -71.1193008)",442
7528,32856,10/27/2014 05:42:00 PM,Monday,Auto,Bicycle,,HARVARD ST,Columbia St,"HARVARD ST & Columbia St Cambridge, MA",42.366993,-71.0978622,"(42.366993, -71.0978622)",1683
7551,32881,11/04/2014 07:50:00 AM,Tuesday,Auto,Bicycle,,Massachusetts Ave,Rice St,"Massachusetts Ave & Rice St Cambridge, MA",42.3953323,-71.1279221,"(42.3953323, -71.1279221)",1809
7558,32889,09/11/2014 04:55:00 PM,Thursday,Auto,Bicycle,,Beech St,Massachusetts Ave,"Beech St & Massachusetts Ave Cambridge, MA",42.3902931,-71.1209946,"(42.3902931, -71.1209946)",2056
7559,32890,09/11/2014 05:33:00 PM,Thursday,Auto,Bicycle,,Cambridgeside Pl,Land Blvd,"Cambridgeside Pl & Land Blvd Cambridge, MA",42.3669815,-71.0754089,"(42.3669815, -71.0754089)",1130
7563,32894,09/08/2014 05:30:00 PM,Monday,Auto,Bicycle,,Massachusetts Ave,Albany St,"Massachusetts Ave & Albany St Cambridge, MA",42.3608284,-71.0960159,"(42.3608284, -71.0960159)",2581
7566,32898,09/18/2014 09:19:00 AM,Thursday,Auto,Bicycle,,Cambridge St,Windsor St,"Cambridge St & Windsor St Cambridge, MA",42.3727493,-71.0932846,"(42.3727493, -71.0932846)",1923
7590,32923,11/08/2014 10:20:00 AM,Saturday,Auto,Bicycle,,GARDEN ST,Waterhouse St,"GARDEN ST & Waterhouse St Cambridge, MA",42.3773079,-71.1228638,"(42.3773079, -71.1228638)",2072
7591,32924,11/07/2014 08:59:00 PM,Friday,Auto,Bicycle,1555,Massachusetts Ave,Waterhouse St,"1555 Massachusetts Ave Cambridge, MA",42.3788147,-71.1200562,"(42.3788147, -71.1200562)",929
7594,32927,11/07/2014 07:45:00 AM,Friday,Auto,Bicycle,,Massachusetts Ave,Rindge Ave,"Massachusetts Ave & Rindge Ave Cambridge, MA",42.3926163,-71.1248703,"(42.3926163, -71.1248703)",780
7632,32967,10/09/2014 06:24:00 AM,Thursday,Auto,Bicycle,,Inman St,Hampshire St,"Inman St & Hampshire St Cambridge, MA",42.3734741,-71.1005325,"(42.3734741, -71.1005325)",1189
7633,32968,10/09/2014 05:47:00 PM,Thursday,Auto,Bicycle,173,MOUNT AUBURN ST,,"173 MOUNT AUBURN ST Cambridge, MA",42.3744354,-71.1264801,"(42.3744354, -71.1264801)",2151
7674,33009,10/25/2014 01:28:00 AM,Saturday,Auto,Bicycle,35,Massachusetts Ave,White St,"35 Massachusetts Ave Cambridge, MA",42.3582993,-71.0931473,"(42.3582993, -71.0931473)",2596
7679,33014,10/30/2014 04:24:00 PM,Thursday,Auto,Bicycle,,Massachusetts Ave,MEMORIAL DR,"Massachusetts Ave & MEMORIAL DR Cambridge, MA",42.3573647,-71.0925674,"(42.3573647, -71.0925674)",2100
7687,33022,11/12/2014 11:58:00 AM,Wednesday,Auto,Bicycle,505,GREEN ST,,"505 GREEN ST Cambridge, MA",42.3671265,-71.1082001,"(42.3671265, -71.1082001)",1073
7690,33025,11/13/2014 10:23:00 AM,Thursday,Auto,Bicycle,1310,Cambridge St,,"1310 Cambridge St Cambridge, MA",42.3735733,-71.0996475,"(42.3735733, -71.0996475)",61
7692,33027,11/13/2014 06:55:00 PM,Thursday,Auto,Bicycle,,ELM ST,Cambridge St,"ELM ST & Cambridge St Cambridge, MA",42.3730164,-71.0953445,"(42.3730164, -71.0953445)",1261
7698,33034,11/14/2014 10:27:00 AM,Friday,Auto,Bicycle,,Cambridge St,OAKLAND ST,"Cambridge St & OAKLAND ST Cambridge, MA",42.3735123,-71.0991516,"(42.3735123, -71.0991516)",2012
7715,33050,11/18/2014 08:10:00 AM,Tuesday,Auto,Bicycle,,Massachusetts Ave,PEARL ST,"Massachusetts Ave & PEARL ST Cambridge, MA",42.3647118,-71.1025696,"(42.3647118, -71.1025696)",1876
7732,33067,11/21/2014 09:01:00 PM,Friday,Auto,Bicycle,,Sellers St,Massachusetts Ave,"Sellers St & Massachusetts Ave Cambridge, MA",42.3671951,-71.1066589,"(42.3671951, -71.1066589)",2540
7745,33081,11/24/2014 07:28:00 PM,Monday,Auto,Bicycle,,Massachusetts Ave,Washburn Ave,"Massachusetts Ave & Washburn Ave Cambridge, MA",42.3988228,-71.131958,"(42.3988228, -71.131958)",635
7800,33139,12/02/2014 06:04:00 PM,Tuesday,Auto,Bicycle,,Cambridge St,Trowbridge St,"Cambridge St & Trowbridge St Cambridge, MA",42.3749199,-71.1100616,"(42.3749199, -71.1100616)",217
7803,33142,12/04/2014 05:18:00 PM,Thursday,Auto,Bicycle,,KIRKLAND ST,MYRTLE AVE,"KIRKLAND ST & MYRTLE AVE Cambridge, MA",42.3779678,-71.1078262,"(42.3779678, -71.1078262)",2091
7811,33151,12/07/2014 03:41:00 PM,Sunday,Auto,Bicycle,,Massachusetts Ave,Blanche St,"Massachusetts Ave & Blanche St Cambridge, MA",42.362648,-71.0990677,"(42.362648, -71.0990677)",1438
7826,33167,12/11/2014 08:00:00 AM,Thursday,Auto,Bicycle,,Broadway,Portland St,"Broadway & Portland St Cambridge, MA",42.3657913,-71.0920715,"(42.3657913, -71.0920715)",249
7828,33169,12/11/2014 07:50:00 PM,Thursday,Auto,Bicycle,,Columbia St,Webster Ave,"Columbia St & Webster Ave Cambridge, MA",42.3732147,-71.094429,"(42.3732147, -71.094429)",25
7845,33185,12/15/2014 07:29:00 PM,Monday,Auto,Bicycle,1899,Massachusetts Ave,SOMERVILLE AVE,"1899 Massachusetts Ave Cambridge, MA",42.3885727,-71.1195374,"(42.3885727, -71.1195374)",2009
7848,33188,12/16/2014 09:50:00 AM,Tuesday,Auto,Bicycle,,MOUNT AUBURN ST,Dewolfe St,"MOUNT AUBURN ST & Dewolfe St Cambridge, MA",42.3710785,-71.1161194,"(42.3710785, -71.1161194)",2293
7850,33191,12/16/2014 09:50:00 AM,Tuesday,Auto,Bicycle,,MOUNT AUBURN ST,Dewolfe St,"MOUNT AUBURN ST & Dewolfe St Cambridge, MA",42.3710785,-71.1161194,"(42.3710785, -71.1161194)",2293
7862,33203,12/18/2014 12:42:00 AM,Thursday,Auto,Bicycle,,Hampshire St,Cardinal Medeiros Ave,"Hampshire St & Cardinal Medeiros Ave Cambridge, MA",42.3662949,-71.0917816,"(42.3662949, -71.0917816)",2431
7868,33209,12/19/2014 04:30:00 PM,Friday,Auto,Bicycle,25,Dewolfe St,,"25 Dewolfe St Cambridge, MA",42.369606,-71.1169891,"(42.369606, -71.1169891)",363
7878,33219,12/23/2014 06:02:00 PM,Tuesday,Auto,Bicycle,,HARVARD ST,Portland St,"HARVARD ST & Portland St Cambridge, MA",42.3648453,-71.0926056,"(42.3648453, -71.0926056)",2070
7897,33241,12/30/2014 04:20:00 PM,Tuesday,Auto,Bicycle,,Cambridge St,Hampshire St,"Cambridge St & Hampshire St Cambridge, MA",42.3737297,-71.1008377,"(42.3737297, -71.1008377)",2533
